Anthropology	ANTHRO 1	5B	1031	12:30p.m.-2:35p.m. MTWTh	DRSCHR 207	Rashidi J S	UC CSU	A survey of human biology, this course focuses on human origins and evolution by investigating the major aspects of physical anthropology including Mendelian and human genetics, primate and hominid evolutionary processes, contemporary human variability and facets of primate ethology and human behavior that make our species unique in the animal kingdom.	12:30p.m.-2:35p.m.	MTWTh	Winter 2019	3
Anthropology	ANTHRO 2	4	1032	8a.m.-10:05a.m. MTWTh	DRSCHR 205	Denman J F	UC CSU	Cultural Anthropology is the study of human society and culture, analyzing both similarities and differences amongst cultural groups.  This course will introduce students to important socio-cultural concepts used by cultural anthropologists including material culture, social organization, religion, kinship, ritual and symbolic systems, race, ethnicity, and language amongst others.  Students will examine how cultural anthropologists understand the notion of culture in the study of human behavior in different regions of the world.  The ethnographic method as a key methodology will be stressed throughout this course.	8a.m.-10:05a.m.	MTWTh	Winter 2019	3
Anthropology	ANTHRO 2	4	1033	10:15a.m.-12:20p.m. MTWTh	DRSCHR 205	Minzenberg E G	UC CSU	Cultural Anthropology is the study of human society and culture, analyzing both similarities and differences amongst cultural groups.  This course will introduce students to important socio-cultural concepts used by cultural anthropologists including material culture, social organization, religion, kinship, ritual and symbolic systems, race, ethnicity, and language amongst others.  Students will examine how cultural anthropologists understand the notion of culture in the study of human behavior in different regions of the world.  The ethnographic method as a key methodology will be stressed throughout this course.	10:15a.m.-12:20p.m.	MTWTh	Winter 2019	3
Anthropology	ANTHRO 5	5B	1034	"10:15a.m.-12:20p.m.
12:30p.m.-2:35p.m. MTWTh
MTWTh"	DRSCHR 136	Brewster C P	UC CSU	A survey of human biology, this course focuses on human origins and evolution by investigating the major aspects of physical anthropology including Mendelian and human genetics, population genetics, primate and hominid evolutionary processes, contemporary human variability, and facets of primate ethology and human behavior that make our species unique in the animal kingdom. This course consists of three hours of lecture and three hours of laboratory work weekly. The laboratory projects will parallel the lecture topics hence the lab projects will pertain to genetics, human variation, primate anatomy, human osteology, and analysis of hominid (human) and primate fossils.	"10:15a.m.-12:20p.m.
12:30p.m.-2:35p.m."	"MTWTh
MTWTh"	Winter 2019	4
Art	ART 10A		1035	8:30a.m.-12p.m. MTWTh	A 220	Badger C P	UC CSU	This is an introductory course in the theory and application of the elements of 2-D design. Assignments will focus on the following design principles: line, value, form, scale, light, logic, space, depth, texture, pattern, composition and color theory. This course is required for all art majors.	8:30a.m.-12p.m.	MTWTh	Winter 2019	3
Art	ART 10A		1036	12:30p.m.-4p.m. MTWTh	A 118	Burchman J H	UC CSU	This is an introductory course in the theory and application of the elements of 2-D design. Assignments will focus on the following design principles: line, value, form, scale, light, logic, space, depth, texture, pattern, composition and color theory. This course is required for all art majors.	12:30p.m.-4p.m.	MTWTh	Winter 2019	3
Art	ART 13		1037	"8:30a.m.-12p.m.
8:30a.m.-12p.m. MTWTh
MTWTh"	A 124	Hartman D G	UC CSU	This course explores the basic problems in 3D design using plastic, metal, wood and other materials. (Recommended for design, gallery installation, ceramic and sculpture majors.)	"8:30a.m.-12p.m.
8:30a.m.-12p.m."	"MTWTh
MTWTh"	Winter 2019	3
Art	ART 20A		1038	8:30a.m.-12p.m. MTWTh	A 102	Zarcone J	UC CSU	This fundamental course is focused on representational drawing and composition using various black and white media. Introduction to principles, elements, and practices of drawing, employing a wide range of subject matter and drawing media. Focus on perceptually based drawing, observational skills, technical abilities, and creative responses to materials and subject matter. See counselor regarding transfer credit limitations.	8:30a.m.-12p.m.	MTWTh	Winter 2019	3
Art	ART 20A		1039	12:30p.m.-4p.m. MTWTh	A 120	Staff	UC CSU	This fundamental course is focused on representational drawing and composition using various black and white media. Introduction to principles, elements, and practices of drawing, employing a wide range of subject matter and drawing media. Focus on perceptually based drawing, observational skills, technical abilities, and creative responses to materials and subject matter. See counselor regarding transfer credit limitations.	12:30p.m.-4p.m.	MTWTh	Winter 2019	3
Art	ART 20A		4003	6p.m.-9:30p.m. MTWTh	A 102	Mammarella C J	UC CSU	This fundamental course is focused on representational drawing and composition using various black and white media. Introduction to principles, elements, and practices of drawing, employing a wide range of subject matter and drawing media. Focus on perceptually based drawing, observational skills, technical abilities, and creative responses to materials and subject matter. See counselor regarding transfer credit limitations.	6p.m.-9:30p.m.	MTWTh	Winter 2019	3
Art History	AHIS 1	3A	1014	8a.m.-12p.m. TTh	A 214	Rocchio M P	UC CSU	A survey of the chronological development of Western art from the Stone Age to the Gothic Period with emphasis on the cultural, political, and social factors that influenced this evolution. This includes: Near-Eastern, Egyptian, Greek, Roman, Byzantine, Romanesque and Gothic art and architecture.	8a.m.-12p.m.	TTh	Winter 2019	3
Art History	AHIS 1	3A	1015	Arrange-9Hours 	 ONLINE	Simmons B B	UC CSU	A survey of the chronological development of Western art from the Stone Age to the Gothic Period with emphasis on the cultural, political, and social factors that influenced this evolution. This includes: Near-Eastern, Egyptian, Greek, Roman, Byzantine, Romanesque and Gothic art and architecture.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 2	3A	1016	Arrange-9Hours 	 ONLINE	Meyer W J	UC CSU	This course is a survey of the chronological development of Western art from the Renaissance to the mid 19th Century with emphasis on the cultural, political, and social factors that influenced this evolution. This includes: Renaissance, Baroque, Rococo, Neoclassicism, Romanticism and Realism painting, sculpture and architecture.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 2	3A	1017	Arrange-9Hours 	 ONLINE	Meyer W J	UC CSU	This course is a survey of the chronological development of Western art from the Renaissance to the mid 19th Century with emphasis on the cultural, political, and social factors that influenced this evolution. This includes: Renaissance, Baroque, Rococo, Neoclassicism, Romanticism and Realism painting, sculpture and architecture.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 3	3A	1018	Arrange-9Hours 	 ONLINE	Chandler M M	UC CSU	A focused survey of the chronological development of art and architecture from Impressionism to the present day. This course will cover the major movements of modern and contemporary art while examining their historical, cultural and philosophical context. Specific attention will be given to art theory and its part in shaping conversations about art history and the contemporary.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 5	3A	1019	Arrange-9Hours 	 ONLINE	Simmons B B	UC CSU	This course surveys the art, architecture, and visual culture of Latin America from pre-history up until European contact. Art objects and monuments from select ancient civilizations of Mexico, Central America, and South America will be placed within their historical, cultural, social, and political contexts.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 11	3A	1020	8a.m.-12p.m. MW	A 214	Lee O	UC CSU	An introduction to artistic practices by exploring the myriad manifestations of visual culture in our world through a cross-cultural thematic approach.  This course examines themes in art like Religion, Power, Reproduction and Sexuality, and traces them across cultures and time periods. Emphasis will be placed on learning the language of visual culture both in terms of the formal elements of design as well as the content of style and subject matter and finding connections and differences.  Students will explore the various media of art from drawing, sculpture, fresco, oil, photography, motion pictures, architecture to contemporary advertising and design and investigate how various cultures have used specific media and themes. This course is designed to introduce Fine Art and Art History simultaneously providing a unique opportunity to explore these fields as well as to prepare students for a course of study in Fine Art and Art History.	8a.m.-12p.m.	MW	Winter 2019	3
Art History	AHIS 11	3A	1021	Arrange-9Hours 	 ONLINE	Meyer W J	UC CSU	An introduction to artistic practices by exploring the myriad manifestations of visual culture in our world through a cross-cultural thematic approach.  This course examines themes in art like Religion, Power, Reproduction and Sexuality, and traces them across cultures and time periods. Emphasis will be placed on learning the language of visual culture both in terms of the formal elements of design as well as the content of style and subject matter and finding connections and differences.  Students will explore the various media of art from drawing, sculpture, fresco, oil, photography, motion pictures, architecture to contemporary advertising and design and investigate how various cultures have used specific media and themes. This course is designed to introduce Fine Art and Art History simultaneously providing a unique opportunity to explore these fields as well as to prepare students for a course of study in Fine Art and Art History.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 17	3A	1022	Arrange-9Hours 	 ONLINE	Lee O	UC CSU	This course is a survey of the chronological development of Asian art from earliest times to modern times with emphasis on the cultural, political, and social factors which influenced this evolution. The course includes the art of India, China, Japan, Korea, Thailand, Cambodia, and Indonesia.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 52	3A	1023	Arrange-9Hours 	 ONLINE	Fier B	UC CSU	AHIS 52 is the same course as Photography 52.  Students may receive credit for one, but not both.	Arrange-9Hours		Winter 2019	3
Art History	AHIS 72	3A	1024	Arrange-9Hours 	 ONLINE	Staff	UC CSU	A survey of the chronological development of painting, sculpture, and architecture in the United States from its pre-colonial past to the end of World War II.  The contributions and influences of a variety of ethnic groups to the diversity of art in the United States will be addressed.  The artistic contribution of Native American, African Americans, Asian Americans, Chicano/Latino Americans and European Americans will be studied in the larger context of American society, history, and culture.	Arrange-9Hours		Winter 2019	3
Arts & Crafts	ART E00 Survey of Art		9501	1p.m.-2:50p.m. T	EC 1227 408	James N M		This course provides older adult students with in-depth knowledge about the chronological, social, and historical development of art and/or architecture. Older adults investigate the history of art and view selections from different time periods, regions, or developmental stages, and compare and contrast artwork from different periods with their peers.	1p.m.-2:50p.m.	T	Winter 2019	0
Arts & Crafts	ART E06 Artistic Expression through Gardening		9502	10a.m.-11:50a.m. M	 ITINERY	Jaeger J E		This course helps older adults express themselves by creating indoor and/or outdoor gardens and learn how gardening can lead to a more creative and healthier lifestyle. Older adults discuss maintenance issues, cost factors, and artistic expression in gardening, as well as the history of gardening styles in public and private spaces. Older adults learn about making environmentally sensitive gardening choices, as well as ways to create long-lasting environments that make their lives more pleasant and fulfilling.	10a.m.-11:50a.m.	M	Winter 2019	0
Arts & Crafts	ART E15 Drawing		9503	9a.m.-11:15a.m. M	EC 1227 205	Adams L K		"This course provides a supportive atmosphere for older adults - from beginners to more advanced students - to explore and experiment with self expression through drawing. Older adult students learn drawing skills, elements of design, composition, and creativity, as well as drawing techniques for representative or stylistic effect. As well, students learn to interpret the perceived ""real world"" in a two-dimensional field, and to improve their observation and hand-eye coordination. The course focuses on the processes by which one makes art, exposes students to different approaches, and challenges students to think about what they are doing or trying to do."	9a.m.-11:15a.m.	M	Winter 2019	0
Arts & Crafts	ART E15 Drawing		9504	12:30p.m.-2:45p.m. F	EC 1227 204	Tirr C A		"This course provides a supportive atmosphere for older adults - from beginners to more advanced students - to explore and experiment with self expression through drawing. Older adult students learn drawing skills, elements of design, composition, and creativity, as well as drawing techniques for representative or stylistic effect. As well, students learn to interpret the perceived ""real world"" in a two-dimensional field, and to improve their observation and hand-eye coordination. The course focuses on the processes by which one makes art, exposes students to different approaches, and challenges students to think about what they are doing or trying to do."	12:30p.m.-2:45p.m.	F	Winter 2019	0
Arts & Crafts	ART E16 Life Drawing Studio		9505	9a.m.-11:50a.m. T	EC 1227 205	James N M		This course provides a opportunity for older adults to learn to see the human form and draw the anatomy of the human figure. This supportive class explores basic anatomy, movement, and skeletal structure of the figure using live models. Through demonstrations, class exercises, individual instruction, and guidance, beginning students learn basic life drawing skills, while more advanced students sharpen their skills in capturing the physical attributes of the model and expressiveness of the pose.	9a.m.-11:50a.m.	T	Winter 2019	0
Arts & Crafts	ART E16 Life Drawing Studio		9506	9a.m.-11:50a.m. F	EC 1227 204	Harrison A B		This course provides a opportunity for older adults to learn to see the human form and draw the anatomy of the human figure. This supportive class explores basic anatomy, movement, and skeletal structure of the figure using live models. Through demonstrations, class exercises, individual instruction, and guidance, beginning students learn basic life drawing skills, while more advanced students sharpen their skills in capturing the physical attributes of the model and expressiveness of the pose.	9a.m.-11:50a.m.	F	Winter 2019	0
Arts & Crafts	ART E16 Life Drawing Studio		9507	1p.m.-3:50p.m. M	EC 1227 205	Adams L K		This course provides a opportunity for older adults to learn to see the human form and draw the anatomy of the human figure. This supportive class explores basic anatomy, movement, and skeletal structure of the figure using live models. Through demonstrations, class exercises, individual instruction, and guidance, beginning students learn basic life drawing skills, while more advanced students sharpen their skills in capturing the physical attributes of the model and expressiveness of the pose.	1p.m.-3:50p.m.	M	Winter 2019	0
Arts & Crafts	ART E19 Painting		9508	9a.m.-11:50a.m. F	EC 1227 205	Donon S G		This course enhances older adults' artistic creativity and painting skills through positive motivation and instruction in oils and acrylics techniques that may use the palette knife for effect. Older adults learn how to select supplies and equipment, and basic elements of composition. Painting projects, demonstrations, group critiques, and discussions are used to explore two-dimensional artwork.	9a.m.-11:50a.m.	F	Winter 2019	0
Arts & Crafts	ART E20 Drawing and Painting		9509	9a.m.-11:15a.m. M	EC 1227 204	Benson J K		This course provides older adults with a supportive environment for instruction in drawing and painting. Older adults, from beginners to more advanced students, maintain or improve their drawing and/or painting skills in a constructive environment, and learn about space, line, value, and color in a workshop atmosphere.	9a.m.-11:15a.m.	M	Winter 2019	0
Arts & Crafts	ART E20 Drawing and Painting		9510	9a.m.-11:15a.m. W	EC 1227 205	Donon S G		This course provides older adults with a supportive environment for instruction in drawing and painting. Older adults, from beginners to more advanced students, maintain or improve their drawing and/or painting skills in a constructive environment, and learn about space, line, value, and color in a workshop atmosphere.	9a.m.-11:15a.m.	W	Winter 2019	0
Arts & Crafts	ART E20 Drawing and Painting		9511	12:30p.m.-2:45p.m. T	MALIBU BLUFFS	Trentham B M		This course provides older adults with a supportive environment for instruction in drawing and painting. Older adults, from beginners to more advanced students, maintain or improve their drawing and/or painting skills in a constructive environment, and learn about space, line, value, and color in a workshop atmosphere.	12:30p.m.-2:45p.m.	T	Winter 2019	0
Arts & Crafts	ART E20 Drawing and Painting		9590	12:30p.m.-2:45p.m. Th	EC 1227 205	Trentham B M		This course provides older adults with a supportive environment for instruction in drawing and painting. Older adults, from beginners to more advanced students, maintain or improve their drawing and/or painting skills in a constructive environment, and learn about space, line, value, and color in a workshop atmosphere.	12:30p.m.-2:45p.m.	Th	Winter 2019	0
Arts & Crafts	ART E21 Painting/Drawing		9512	11:30a.m.-1:45p.m. M	EC 1227 204	Benson J K		This course enhances older adults' artistic creativity and painting skills through positive motivation and instruction in oils and acrylic techniques. Older adults learn basic painting techniques, the elements of composition, and how to select and use materials. Painting projects, demonstrations, and group critiques are used to explore two-dimensional artwork.	11:30a.m.-1:45p.m.	M	Winter 2019	0
Arts & Crafts	ART E22 Watercolor		9513	9a.m.-11:15a.m. T	EC 1227 204	Manseau F J		This course allows older adults who have never used watercolors to acquire a strong foundation in watercolor techniques, and provides those students with some watercolor experience with a strongly supportive peer group in which to paint. Older adult students learn watercolor techniques and methods, as well as washes, brush strokes, color, value, and composition.	9a.m.-11:15a.m.	T	Winter 2019	0
Arts & Crafts	ART E22 Watercolor		9514	11:30a.m.-1:45p.m. T	EC 1227 204	Manseau F J		This course allows older adults who have never used watercolors to acquire a strong foundation in watercolor techniques, and provides those students with some watercolor experience with a strongly supportive peer group in which to paint. Older adult students learn watercolor techniques and methods, as well as washes, brush strokes, color, value, and composition.	11:30a.m.-1:45p.m.	T	Winter 2019	0
Arts & Crafts	ART E24 Calligraphy II		9515	9:30a.m.-11:20a.m. F	 1450OCEN	Lewis M T		This course expands older adults' knowledge of calligraphy and everyday calligraphic forms to use for personal growth, self expression, or for family and volunteer projects. Older adult students learn the tools and equipment needed to write the calligraphy alphabet, as well as fundamental calligraphy techniques, lettering styles, and display methods.	9:30a.m.-11:20a.m.	F	Winter 2019	0
Arts & Crafts	ART E30 Watercolor Studio		9516	12p.m.-2:50p.m. W	EC 1227 204	Tirr C A		This course allows older adults who have never used watercolors to acquire a strong foundation in watercolor techniques, and provides those students with some watercolor experience with a strongly supportive peer group in which to paint. Older adult students learn watercolor techniques and methods, as well as washes, textures, color, value, and composition.	12p.m.-2:50p.m.	W	Winter 2019	0
Arts & Crafts	ART E80 Jewelry Making		9517	11:30a.m.-1:45p.m. Th	 1450OCEN	Ryza S V		This course provides older adults with an opportunity to create pieces of jewelry and learn an assortment of different techniques involved in creating jewelry. Students also learn about the wide range of materials available for making jewelry. Older adults make bracelets, earrings, and necklaces using techniques such as wire wrapping and bending, macrame, pearl knotting, crimping, and bead-weaving. Each week students learn a new technique and make a piece of jewelry using that technique.	11:30a.m.-1:45p.m.	Th	Winter 2019	0
Astronomy	ASTRON 1	5A	1040	12:30p.m.-4:45p.m. MW	DRSCHR 205	Arias Young T	UC CSU	This course provides a comprehensive introduction to the fascinating subject of astronomy with an emphasis on the study of the Sun and other stars. Topics covered include the motions of the sky, a survey of the history of astronomy from Kepler to Einstein, gravity, radiation and matter, astronomical instrumentation, the Sun, stars, star formation, stellar evolution, galaxies and cosmology.	12:30p.m.-4:45p.m.	MW	Winter 2019	3
Astronomy	ASTRON 1	5A	1041	Arrange-9Hours 	 ONLINE	Balm S P	UC CSU	This course provides a comprehensive introduction to the fascinating subject of astronomy with an emphasis on the study of the Sun and other stars. Topics covered include the motions of the sky, a survey of the history of astronomy from Kepler to Einstein, gravity, radiation and matter, astronomical instrumentation, the Sun, stars, star formation, stellar evolution, galaxies and cosmology.	Arrange-9Hours		Winter 2019	3
Astronomy	ASTRON 1	5A	1042	Arrange-9Hours 	 ONLINE	Balm S P	UC CSU	This course provides a comprehensive introduction to the fascinating subject of astronomy with an emphasis on the study of the Sun and other stars. Topics covered include the motions of the sky, a survey of the history of astronomy from Kepler to Einstein, gravity, radiation and matter, astronomical instrumentation, the Sun, stars, star formation, stellar evolution, galaxies and cosmology.	Arrange-9Hours		Winter 2019	3
Astronomy	ASTRON 2	5A	1043	8a.m.-12:15p.m. MW	DRSCHR 207	Salama A H	UC CSU	This course provides a comprehensive introduction to the fascinating subject of astronomy with an emphasis on the study of the Earth and the other planets in the solar system. Topics covered include the motions of the sky, a survey of the history of astronomy from the Greeks to Einstein, phases of the moon, eclipses, gravity, the formation of the solar system, the Earth, Terrestrial and Jovian planets, their moons, asteroids, meteoroids, comets and a discussion of extrasolar planets around other stars.	8a.m.-12:15p.m.	MW	Winter 2019	3
Astronomy	ASTRON 2	5A	1044	Arrange-9Hours 	 ONLINE	Schwartz M J	UC CSU	This course provides a comprehensive introduction to the fascinating subject of astronomy with an emphasis on the study of the Earth and the other planets in the solar system. Topics covered include the motions of the sky, a survey of the history of astronomy from the Greeks to Einstein, phases of the moon, eclipses, gravity, the formation of the solar system, the Earth, Terrestrial and Jovian planets, their moons, asteroids, meteoroids, comets and a discussion of extrasolar planets around other stars.	Arrange-9Hours		Winter 2019	3
Astronomy	ASTRON 2	5A	1045	Arrange-9Hours 	 ONLINE	Schwartz M J	UC CSU	This course provides a comprehensive introduction to the fascinating subject of astronomy with an emphasis on the study of the Earth and the other planets in the solar system. Topics covered include the motions of the sky, a survey of the history of astronomy from the Greeks to Einstein, phases of the moon, eclipses, gravity, the formation of the solar system, the Earth, Terrestrial and Jovian planets, their moons, asteroids, meteoroids, comets and a discussion of extrasolar planets around other stars.	Arrange-9Hours		Winter 2019	3
Biological Sciences	ANATMY 1	5B	1025	"7:30a.m.-11:50a.m.
Arrange-3Hours MTWTh
"	SCI 220	Kanjanapangka J	UC CSU	This course is an intensive study of the gross and microscopic structure of the human body including the four major types of tissue and their subgroups, and the following organ systems: integumentary, skeletal, muscular, circulatory, respiratory, digestive, urinary, reproductive, endocrine, nervous, and sensory.  Functions of the organ systems are included at the introductory level to prepare students for a course in Human Physiology.  Laboratory assignments develop the skills of observation, investigation, identification, discovery and dissection.  The use of actual specimens, including cat dissection and observation of a human cadaver, is emphasized to assure that students learn the relative structure, functions, textures and variations in tissues not incorporated in models.  Supplemental materials such as models, photographs, charts, videotapes, and digitized images are also provided.  This course is required for students preparing for many Allied Health professions including, but not limited to, Nursing, Respiratory Therapy, Physical Therapy, Physical Education and Kinesiology Training, and Physician's Assistant and is a prerequisite for Human Physiology 3.	"7:30a.m.-11:50a.m.
Arrange-3Hours"	"MTWTh
"	Winter 2019	4
Biological Sciences	ANATMY 1	5B	1026	"7:45a.m.-12p.m.
Arrange-3Hours MTWTh
"	SCI 224	Le M K	UC CSU	This course is an intensive study of the gross and microscopic structure of the human body including the four major types of tissue and their subgroups, and the following organ systems: integumentary, skeletal, muscular, circulatory, respiratory, digestive, urinary, reproductive, endocrine, nervous, and sensory.  Functions of the organ systems are included at the introductory level to prepare students for a course in Human Physiology.  Laboratory assignments develop the skills of observation, investigation, identification, discovery and dissection.  The use of actual specimens, including cat dissection and observation of a human cadaver, is emphasized to assure that students learn the relative structure, functions, textures and variations in tissues not incorporated in models.  Supplemental materials such as models, photographs, charts, videotapes, and digitized images are also provided.  This course is required for students preparing for many Allied Health professions including, but not limited to, Nursing, Respiratory Therapy, Physical Therapy, Physical Education and Kinesiology Training, and Physician's Assistant and is a prerequisite for Human Physiology 3.	"7:45a.m.-12p.m.
Arrange-3Hours"	"MTWTh
"	Winter 2019	4
Biological Sciences	ANATMY 1	5B	1027	"12:30p.m.-4:45p.m.
Arrange-3Hours MTWTh
"	SCI 220	Covitt G S	UC CSU	This course is an intensive study of the gross and microscopic structure of the human body including the four major types of tissue and their subgroups, and the following organ systems: integumentary, skeletal, muscular, circulatory, respiratory, digestive, urinary, reproductive, endocrine, nervous, and sensory.  Functions of the organ systems are included at the introductory level to prepare students for a course in Human Physiology.  Laboratory assignments develop the skills of observation, investigation, identification, discovery and dissection.  The use of actual specimens, including cat dissection and observation of a human cadaver, is emphasized to assure that students learn the relative structure, functions, textures and variations in tissues not incorporated in models.  Supplemental materials such as models, photographs, charts, videotapes, and digitized images are also provided.  This course is required for students preparing for many Allied Health professions including, but not limited to, Nursing, Respiratory Therapy, Physical Therapy, Physical Education and Kinesiology Training, and Physician's Assistant and is a prerequisite for Human Physiology 3.	"12:30p.m.-4:45p.m.
Arrange-3Hours"	"MTWTh
"	Winter 2019	4
